"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 17 years","SEX AND AGE!!Total population!!18 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!Under 18 years!!Male","SEX AND AGE!!Total population!!Under 18 years!!Female","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 to 34 years","SEX AND AGE!!Total population!!18 to 34 years!!Male","SEX AND AGE!!Total population!!18 to 34 years!!Female","SEX AND AGE!!Total population!!35 to 64 years","SEX AND AGE!!Total population!!35 to 64 years!!Male","SEX AND AGE!!Total population!!35 to 64 years!!Female","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Male, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Female, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Male, bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Female, bachelor's degree or higher","EMPLOYMENT STATUS","EMPLOYMENT STATUS!!Population 16 years and over","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:","HEALTH INSURANCE COVERAGE"
" -> Congressional District 18 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 18 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","786,432","49.8%","50.2%","5.6%","15.9%","10.8%","12.0%","12.5%","12.3%","13.4%","10.2%","7.3%","39.5","78.6%","73.5%","21.5%","17.5%","168,529","51.6%","48.4%","617,903","49.3%","50.7%","179,392","50.9%","49.1%","300,768","50.0%","50.0%","137,743","45.6%","54.4%","","533,082","9.7%","27.5%","26.9%","19.2%","16.6%","90.3%","88.2%","92.4%","35.9%","32.2%","39.4%","","639,439","57.9%","2.5%","","290,579","87,124","113,651","",""
"        Margin of Error","","±5,778","±0.2","±0.2","±0.1","±0.2","±0.3","±0.3","±0.3","±0.3","±0.2","±0.2","±0.2","±0.4","±0.3","±0.5","±0.4","±0.3","±2,614","±0.9","±0.9","±4,670","±0.2","±0.2","±2,741","±0.6","±0.6","±3,243","±0.4","±0.4","±2,371","±0.6","±0.6","","±4,397","±0.8","±1.3","±1.1","±0.9","±0.9","±0.8","±1.1","±1.0","±1.2","±1.5","±1.5","","±5,038","±0.9","±0.4","","±3,637","±2,991","±3,561","",""
" -> Congressional District 19 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 19 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","768,600","50.0%","50.0%","4.2%","13.0%","12.8%","11.8%","11.3%","11.4%","14.2%","12.2%","9.1%","42.2","82.8%","76.2%","25.9%","21.3%","131,976","52.4%","47.6%","636,624","49.6%","50.4%","189,015","51.3%","48.7%","283,896","50.3%","49.7%","163,713","46.2%","53.8%","","538,096","8.9%","28.8%","27.3%","18.5%","16.5%","91.1%","89.6%","92.5%","35.0%","32.0%","37.9%","","652,650","55.5%","2.4%","","322,109","67,645","92,799","",""
"        Margin of Error","","±4,934","±0.3","±0.3","±0.2","±0.3","±0.3","±0.3","±0.3","±0.3","±0.3","±0.2","±0.2","±0.4","±0.2","±0.5","±0.5","±0.3","±2,090","±1.4","±1.4","±4,106","±0.3","±0.3","±2,778","±0.6","±0.6","±3,181","±0.5","±0.5","±2,091","±0.5","±0.5","","±3,823","±0.7","±1.0","±1.1","±0.8","±0.7","±0.7","±1.0","±0.8","±1.1","±1.4","±1.4","","±4,319","±0.8","±0.3","","±4,463","±1,727","±2,982","",""
" -> Congressional District 20 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 20 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","781,546","49.2%","50.8%","4.6%","14.0%","12.0%","12.9%","12.4%","12.1%","13.3%","10.8%","7.9%","40.3","81.4%","75.7%","22.5%","18.7%","145,409","51.1%","48.9%","636,137","48.8%","51.2%","194,541","50.4%","49.6%","295,516","49.8%","50.2%","146,080","44.4%","55.6%","","542,512","6.8%","25.2%","25.7%","23.2%","19.1%","93.2%","92.8%","93.5%","42.3%","40.8%","43.6%","","653,644","60.8%","3.2%","","329,199","79,758","111,011","",""
"        Margin of Error","","±2,677","±0.3","±0.3","±0.1","±0.2","±0.3","±0.4","±0.3","±0.4","±0.2","±0.2","±0.2","±0.5","±0.2","±0.4","±0.4","±0.2","±1,959","±1.4","±1.4","±2,363","±0.2","±0.2","±2,583","±0.6","±0.6","±2,825","±0.4","±0.4","±1,630","±0.5","±0.5","","±2,839","±0.7","±1.0","±1.0","±1.1","±0.8","±0.7","±0.9","±0.9","±1.2","±1.6","±1.4","","±3,175","±1.1","±0.5","","±3,195","±2,522","±4,197","",""
" -> Congressional District 21 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 21 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","776,361","51.3%","48.7%","5.1%","14.2%","9.6%","11.9%","11.9%","11.7%","14.7%","12.1%","8.6%","42.4","80.6%","76.4%","25.7%","20.7%","150,521","52.8%","47.2%","625,840","50.9%","49.1%","167,274","53.5%","46.5%","297,754","51.4%","48.6%","160,812","47.4%","52.6%","","550,922","8.8%","33.0%","30.9%","15.5%","11.8%","91.2%","88.8%","93.8%","27.3%","24.1%","30.5%","","644,261","54.5%","2.0%","","320,577","66,565","85,227","",""
"        Margin of Error","","±4,479","±0.2","±0.2","±0.2","±0.3","±0.3","±0.3","±0.3","±0.2","±0.2","±0.2","±0.2","±0.4","±0.3","±0.3","±0.4","±0.2","±2,468","±0.7","±0.7","±3,759","±0.3","±0.3","±2,632","±0.8","±0.8","±3,141","±0.4","±0.4","±1,918","±0.4","±0.4","","±3,521","±0.5","±0.9","±1.0","±0.8","±0.6","±0.5","±0.7","±0.6","±1.1","±1.3","±1.2","","±4,620","±0.8","±0.3","","±4,409","±1,448","±1,863","",""
" -> Congressional District 22 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 22 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","764,843","49.2%","50.8%","5.3%","15.3%","10.4%","12.2%","12.0%","11.4%","13.9%","11.2%","8.2%","40.4","79.3%","74.6%","23.6%","19.4%","158,003","51.6%","48.4%","606,840","48.6%","51.4%","173,048","50.6%","49.4%","285,341","49.5%","50.5%","148,451","44.4%","55.6%","","527,370","8.6%","25.9%","29.6%","19.7%","16.1%","91.4%","90.4%","92.3%","35.8%","33.9%","37.6%","","624,121","58.3%","2.3%","","326,392","68,941","93,531","",""
"        Margin of Error","","±490","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","±0.3","±0.1","±0.3","±0.3","±0.1","±381","±0.7","±0.7","±194","±0.1","±0.1","±969","±0.3","±0.3","±1,340","±0.2","±0.2","±806","±0.3","±0.3","","±1,682","±0.6","±1.0","±0.9","±0.9","±0.7","±0.6","±0.8","±0.8","±1.0","±1.5","±1.0","","±1,177","±0.9","±0.3","","±2,342","±2,033","±2,667","",""
" -> Congressional District 23 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 23 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","770,357","49.5%","50.5%","5.1%","15.2%","7.9%","11.4%","11.9%","11.7%","15.1%","12.8%","9.0%","43.9","79.7%","76.0%","27.0%","21.8%","156,345","51.1%","48.9%","614,012","49.1%","50.9%","148,471","51.4%","48.6%","297,974","50.0%","50.0%","167,567","45.6%","54.4%","","553,055","7.4%","30.9%","30.9%","17.1%","13.8%","92.6%","91.9%","93.2%","30.8%","29.3%","32.3%","","632,775","56.1%","2.6%","","328,030","66,388","94,297","",""
"        Margin of Error","","±5,328","±0.5","±0.5","±0.3","±0.5","±0.3","±0.4","±0.5","±0.4","±0.4","±0.3","±0.3","±0.6","±0.5","±0.5","±0.7","±0.5","±4,307","±1.3","±1.3","±5,281","±0.4","±0.4","±4,401","±1.2","±1.2","±4,674","±0.6","±0.6","±3,715","±0.8","±0.8","","±4,512","±0.6","±0.9","±1.0","±0.8","±0.8","±0.6","±0.7","±0.8","±1.1","±1.4","±1.4","","±5,394","±1.1","±0.4","","±4,340","±2,351","±3,024","",""
" -> Congressional District 24 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 24 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","774,173","50.2%","49.8%","4.9%","14.7%","9.1%","12.0%","12.3%","11.6%","14.8%","12.1%","8.4%","42.3","80.3%","76.5%","25.1%","20.5%","152,205","50.8%","49.2%","621,968","50.0%","50.0%","163,315","52.6%","47.4%","299,891","50.4%","49.6%","158,762","46.6%","53.4%","","551,572","9.4%","32.4%","31.5%","16.0%","10.7%","90.6%","88.2%","93.0%","26.7%","24.0%","29.5%","","640,270","56.5%","2.6%","","322,908","66,103","85,603","",""
"        Margin of Error","","±4,632","±0.3","±0.3","±0.2","±0.3","±0.3","±0.3","±0.3","±0.2","±0.3","±0.2","±0.2","±0.4","±0.3","±0.4","±0.5","±0.3","±2,923","±1.0","±1.0","±3,771","±0.3","±0.3","±2,843","±0.7","±0.7","±3,342","±0.4","±0.4","±2,099","±0.5","±0.5","","±3,538","±0.5","±1.1","±1.1","±0.8","±0.6","±0.5","±0.8","±0.7","±1.0","±1.3","±1.2","","±4,220","±0.7","±0.3","","±3,708","±1,787","±1,913","",""
" -> Congressional District 25 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 25 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","768,169","48.6%","51.4%","5.1%","14.9%","9.9%","13.7%","12.5%","11.4%","13.5%","10.9%","8.1%","39.7","80.0%","75.3%","23.1%","19.0%","153,580","51.0%","49.0%","614,589","48.0%","52.0%","180,842","50.0%","50.0%","287,411","48.6%","51.4%","146,336","44.4%","55.6%","","538,623","8.0%","23.9%","28.0%","21.5%","18.6%","92.0%","91.6%","92.4%","40.1%","40.3%","39.9%","","633,068","60.5%","2.9%","","327,124","67,775","96,132","",""
"        Margin of Error","","±2,075","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.3","±0.3","±0.1","±948","±0.3","±0.3","±1,453","±0.1","±0.1","±909","±0.2","±0.2","±1,070","±0.1","±0.1","±600","±0.2","±0.2","","±1,363","±0.7","±1.1","±1.2","±1.1","±1.0","±0.7","±0.9","±0.9","±1.4","±1.9","±1.5","","±2,095","±1.1","±0.4","","±2,890","±2,230","±2,661","",""
" -> Congressional District 26 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 26 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","770,160","49.0%","51.0%","5.1%","14.4%","10.2%","14.5%","12.6%","11.3%","13.5%","10.8%","7.7%","39.4","80.5%","76.0%","22.9%","18.5%","150,034","51.3%","48.7%","620,126","48.4%","51.6%","190,039","50.7%","49.3%","287,687","49.4%","50.6%","142,400","43.5%","56.5%","","541,621","8.5%","26.5%","29.4%","19.3%","16.3%","91.5%","90.7%","92.2%","35.6%","35.1%","35.9%","","638,261","60.0%","2.1%","","337,114","63,995","88,324","",""
"        Margin of Error","","±6,228","±0.5","±0.5","±0.3","±0.5","±0.3","±0.4","±0.5","±0.4","±0.5","±0.4","±0.3","±0.6","±0.6","±0.6","±0.7","±0.5","±4,756","±1.3","±1.3","±5,895","±0.5","±0.5","±4,185","±0.9","±0.9","±4,842","±0.6","±0.6","±4,038","±0.9","±0.9","","±5,116","±0.8","±1.3","±1.2","±1.1","±1.0","±0.8","±1.2","±0.9","±1.4","±1.8","±1.6","","±6,163","±1.1","±0.3","","±4,114","±1,967","±3,434","",""
" -> Congressional District 1 (118th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 1 (118th Congress), North Carolina -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","753,536","48.6%","51.4%","5.1%","15.8%","10.3%","12.3%","11.8%","11.5%","13.3%","12.0%","7.7%","40.7","79.1%","74.4%","24.2%","19.7%","157,526","52.0%","48.0%","596,010","47.7%","52.3%","170,554","50.3%","49.7%","276,795","48.6%","51.4%","148,661","43.0%","57.0%","","518,482","13.4%","31.0%","30.8%","16.1%","8.6%","86.6%","84.5%","88.5%","24.7%","21.5%","27.7%","","613,811","55.7%","3.1%","","314,179","53,854","75,802","",""
"        Margin of Error","","±3,864","±0.4","±0.4","±0.2","±0.3","±0.5","±0.7","±0.6","±0.4","±0.3","±0.3","±0.2","±0.5","±0.3","±0.5","±0.4","±0.3","±2,249","±1.5","±1.5","±3,197","±0.2","±0.2","±3,600","±1.0","±1.0","±4,616","±0.7","±0.7","±2,097","±0.5","±0.5","","±5,065","±0.7","±1.1","±1.2","±1.0","±0.8","±0.7","±1.3","±0.9","±1.3","±1.5","±1.6","","±3,904","±1.1","±0.4","","±4,555","±1,402","±3,160","",""
" -> Congressional District 2 (118th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 2 (118th Congress), North Carolina -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","779,106","49.2%","50.8%","5.6%","16.3%","10.1%","15.0%","15.3%","13.6%","11.4%","7.3%","5.4%","36.8","78.1%","74.0%","15.7%","12.7%","170,792","53.2%","46.8%","608,314","48.0%","52.0%","195,638","47.5%","52.5%","313,631","49.9%","50.1%","99,045","43.3%","56.7%","","529,355","5.0%","13.8%","21.1%","36.8%","23.3%","95.0%","94.4%","95.5%","60.0%","60.7%","59.4%","","629,058","68.7%","1.6%","","302,393","96,138","133,177","",""
"        Margin of Error","","±11,154","±0.5","±0.5","±0.3","±0.6","±0.4","±0.6","±0.4","±0.5","±0.4","±0.4","±0.3","±0.6","±0.7","±0.7","±0.7","±0.5","±6,654","±1.5","±1.5","±7,933","±0.5","±0.5","±6,240","±1.2","±1.2","±6,483","±0.6","±0.6","±3,976","±1.0","±1.0","","±7,273","±0.8","±1.2","±1.2","±1.4","±1.0","±0.8","±1.1","±0.8","±1.4","±1.7","±1.8","","±8,243","±1.1","±0.4","","±5,284","±3,551","±4,101","",""
" -> Congressional District 3 (118th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), North Carolina -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","756,848","50.8%","49.2%","6.1%","16.1%","11.2%","13.0%","12.0%","10.7%","12.4%","11.2%","7.3%","37.8","77.8%","73.4%","22.7%","18.5%","167,722","51.5%","48.5%","589,126","50.6%","49.4%","183,273","56.9%","43.1%","265,589","48.9%","51.1%","140,264","45.5%","54.5%","","504,602","10.7%","28.2%","34.9%","17.6%","8.5%","89.3%","87.1%","91.4%","26.1%","24.1%","28.0%","","608,538","51.3%","2.2%","","309,801","61,546","80,318","",""
"        Margin of Error","","±6,634","±0.4","±0.4","±0.2","±0.4","±0.4","±0.6","±0.4","±0.3","±0.3","±0.3","±0.2","±0.4","±0.3","±0.5","±0.5","±0.3","±3,135","±1.3","±1.3","±5,135","±0.3","±0.3","±3,707","±0.7","±0.7","±4,840","±0.6","±0.6","±2,021","±0.6","±0.6","","±5,411","±0.7","±1.3","±1.5","±0.9","±0.7","±0.7","±1.2","±0.9","±1.3","±1.5","±1.6","","±5,300","±1.1","±0.4","","±5,444","±2,258","±3,739","",""
" -> Congressional District 4 (118th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 4 (118th Congress), North Carolina -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","761,039","47.9%","52.1%","5.0%","14.7%","12.2%","14.3%","13.0%","12.3%","12.2%","9.9%","6.4%","37.4","80.3%","74.4%","19.8%","16.3%","149,908","50.6%","49.4%","611,131","47.2%","52.8%","201,956","48.3%","51.7%","285,073","48.3%","51.7%","124,102","42.9%","57.1%","","518,116","9.6%","20.6%","24.5%","25.6%","19.7%","90.4%","89.2%","91.4%","45.3%","42.3%","48.0%","","628,375","63.0%","1.9%","","309,515","74,019","101,762","",""
"        Margin of Error","","±330","±0.2","±0.2","±0.1","±0.1","±0.3","±0.4","±0.3","±0.3","±0.2","±0.2","±0.2","±0.3","±0.1","±0.4","±0.4","±0.2","±962","±1.1","±1.1","±886","±0.2","±0.2","±1,842","±0.4","±0.4","±2,275","±0.4","±0.4","±1,311","±0.6","±0.6","","±1,866","±0.8","±1.3","±1.4","±1.2","±1.0","±0.8","±1.4","±0.8","±1.2","±1.5","±1.6","","±1,713","±1.1","±0.3","","±3,821","±2,006","±3,474","",""
" -> Congressional District 5 (118th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 5 (118th Congress), North Carolina -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","754,512","48.6%","51.4%","5.2%","15.1%","10.6%","11.6%","11.4%","12.4%","13.6%","11.8%","8.3%","41.6","79.8%","74.7%","24.8%","20.2%","152,761","52.1%","47.9%","601,751","47.8%","52.2%","167,351","48.7%","51.3%","282,328","49.4%","50.6%","152,072","43.7%","56.3%","","521,958","13.0%","26.7%","31.0%","18.6%","10.8%","87.0%","84.7%","89.1%","29.4%","27.9%","30.7%","","619,553","54.4%","2.8%","","311,617","54,503","81,612","",""
"        Margin of Error","","±8,183","±0.4","±0.4","±0.2","±0.4","±0.4","±0.5","±0.4","±0.4","±0.4","±0.3","±0.2","±0.5","±0.4","±0.5","±0.6","±0.3","±4,000","±1.6","±1.6","±6,339","±0.4","±0.4","±4,577","±1.1","±1.1","±5,267","±0.7","±0.7","±2,616","±0.6","±0.6","","±5,409","±1.0","±1.1","±1.0","±0.8","±0.8","±1.0","±1.3","±1.1","±1.0","±1.5","±1.4","","±6,727","±0.9","±0.4","","±5,503","±2,093","±3,700","",""
