"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 17 years","SEX AND AGE!!Total population!!18 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!Under 18 years!!Male","SEX AND AGE!!Total population!!Under 18 years!!Female","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 to 34 years","SEX AND AGE!!Total population!!18 to 34 years!!Male","SEX AND AGE!!Total population!!18 to 34 years!!Female","SEX AND AGE!!Total population!!35 to 64 years","SEX AND AGE!!Total population!!35 to 64 years!!Male","SEX AND AGE!!Total population!!35 to 64 years!!Female","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Male, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Female, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Male, bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Female, bachelor's degree or higher","EMPLOYMENT STATUS","EMPLOYMENT STATUS!!Population 16 years and over","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:","HEALTH INSURANCE COVERAGE"
" -> Congressional District 3 (118th Congress), New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), New Mexico -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","703,053","49.4%","50.6%","5.0%","17.3%","8.9%","11.5%","13.0%","11.5%","12.5%","12.1%","8.1%","40.4","77.7%","73.6%","24.6%","20.2%","156,920","49.6%","50.4%","546,133","49.4%","50.6%","143,519","53.0%","47.0%","260,569","49.1%","50.9%","142,045","46.1%","53.9%","","483,624","13.0%","26.9%","31.9%","15.6%","12.6%","87.0%","85.1%","88.8%","28.2%","25.9%","30.5%","","565,491","53.0%","3.0%","","278,807","58,790","81,134","",""
"        Margin of Error","","±6,013","±0.5","±0.5","±0.3","±0.4","±0.6","±0.6","±0.5","±0.5","±0.3","±0.3","±0.3","±0.5","±0.5","±0.6","±0.6","±0.5","±4,061","±1.7","±1.7","±4,417","±0.3","±0.3","±3,424","±1.1","±1.1","±4,240","±0.7","±0.7","±3,081","±0.8","±0.8","","±5,289","±0.9","±1.1","±1.2","±0.8","±0.7","±0.9","±1.1","±1.0","±1.0","±1.3","±1.4","","±4,488","±1.2","±0.4","","±4,170","±2,426","±3,430","",""
" -> Congressional District 1 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 1 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","775,158","49.1%","50.9%","4.9%","14.7%","9.6%","10.6%","11.3%","13.0%","15.4%","11.4%","9.0%","44.0","80.3%","76.4%","24.7%","20.4%","152,567","50.3%","49.7%","622,591","48.8%","51.2%","156,451","51.4%","48.6%","308,181","50.1%","49.9%","157,959","43.7%","56.3%","","548,198","7.2%","21.4%","23.8%","24.5%","23.2%","92.8%","92.0%","93.5%","47.6%","46.8%","48.4%","","643,694","61.7%","2.4%","","274,389","126,171","166,414","",""
"        Margin of Error","","±10,517","±0.6","±0.6","±0.3","±0.6","±0.5","±0.6","±0.5","±0.5","±0.5","±0.5","±0.4","±0.6","±0.6","±0.6","±0.8","±0.7","±5,104","±1.6","±1.6","±8,745","±0.6","±0.6","±5,670","±1.7","±1.7","±7,085","±0.7","±0.7","±5,087","±0.9","±0.9","","±8,535","±0.7","±1.2","±1.0","±1.0","±1.0","±0.7","±0.9","±0.9","±1.1","±1.5","±1.5","","±8,924","±1.1","±0.3","","±4,377","±4,598","±6,034","",""
" -> Congressional District 2 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 2 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","775,081","50.3%","49.7%","5.3%","15.6%","8.8%","13.8%","12.5%","13.4%","14.5%","9.3%","6.8%","39.9","79.1%","75.6%","19.9%","16.1%","161,885","52.2%","47.8%","613,196","49.8%","50.2%","175,424","51.0%","49.0%","313,297","50.8%","49.2%","124,475","45.6%","54.4%","","545,100","11.1%","28.8%","26.8%","19.2%","14.1%","88.9%","88.0%","89.7%","33.3%","30.8%","35.7%","","633,320","65.0%","2.7%","","245,876","113,994","140,582","",""
"        Margin of Error","","±12,243","±0.6","±0.6","±0.3","±0.6","±0.5","±0.6","±0.6","±0.5","±0.6","±0.5","±0.4","±0.8","±0.6","±0.7","±0.7","±0.7","±5,521","±1.6","±1.6","±10,243","±0.6","±0.6","±5,850","±1.6","±1.6","±7,716","±0.7","±0.7","±5,295","±1.1","±1.1","","±9,931","±1.0","±1.2","±1.1","±1.0","±0.9","±1.0","±1.4","±0.9","±1.3","±1.6","±1.5","","±10,424","±1.1","±0.4","","±5,554","±3,015","±5,738","",""
" -> Congressional District 3 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","771,208","48.7%","51.3%","4.8%","15.0%","7.7%","10.9%","11.6%","13.3%","15.2%","12.2%","9.3%","44.9","80.1%","77.2%","26.1%","21.4%","153,393","50.3%","49.7%","617,815","48.4%","51.6%","143,494","51.8%","48.2%","309,013","49.1%","50.9%","165,308","44.0%","56.0%","","558,548","8.1%","18.0%","20.4%","29.3%","24.3%","91.9%","92.0%","91.8%","53.5%","54.3%","52.8%","","638,769","61.3%","2.3%","","273,553","129,730","181,141","",""
"        Margin of Error","","±13,673","±0.7","±0.7","±0.4","±0.7","±0.5","±0.7","±0.5","±0.6","±0.6","±0.7","±0.5","±1.0","±0.8","±0.7","±1.0","±0.9","±6,629","±2.0","±2.0","±12,170","±0.7","±0.7","±6,735","±2.0","±2.0","±8,480","±0.8","±0.8","±6,336","±1.2","±1.2","","±11,662","±0.6","±1.1","±1.2","±1.2","±1.3","±0.6","±0.7","±0.8","±1.5","±1.8","±1.8","","±12,314","±1.0","±0.4","","±5,174","±5,405","±6,858","",""
" -> Congressional District 4 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 4 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","771,912","49.3%","50.7%","5.1%","16.5%","8.6%","12.4%","13.1%","12.4%","13.7%","10.4%","7.9%","40.5","78.5%","74.8%","22.7%","18.3%","166,284","51.8%","48.2%","605,628","48.7%","51.3%","162,376","50.9%","49.1%","302,167","49.6%","50.4%","141,085","44.1%","55.9%","","539,243","10.4%","23.0%","22.8%","23.2%","20.6%","89.6%","89.6%","89.6%","43.8%","42.3%","45.2%","","625,018","62.7%","2.9%","","245,008","131,291","164,099","",""
"        Margin of Error","","±5,694","±0.5","±0.5","±0.3","±0.6","±0.4","±0.6","±0.4","±0.5","±0.5","±0.5","±0.4","±0.6","±0.6","±0.7","±0.8","±0.6","±4,870","±1.4","±1.4","±6,038","±0.5","±0.5","±5,451","±1.4","±1.4","±4,479","±0.6","±0.6","±4,792","±1.2","±1.2","","±6,054","±0.9","±1.1","±1.1","±1.1","±1.1","±0.9","±1.1","±1.0","±1.4","±1.9","±1.9","","±6,638","±1.0","±0.4","","±3,732","±4,787","±4,832","",""
" -> Congressional District 5 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 5 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","751,997","48.1%","51.9%","5.8%","15.1%","8.5%","13.1%","12.2%","13.5%","14.6%","9.9%","7.3%","41.2","79.2%","75.7%","21.4%","17.2%","156,741","51.4%","48.6%","595,256","47.2%","52.8%","162,697","49.7%","50.3%","303,244","47.7%","52.3%","129,315","43.0%","57.0%","","531,045","17.5%","28.5%","25.4%","18.5%","10.2%","82.5%","81.7%","83.3%","28.6%","26.7%","30.3%","","613,903","57.0%","4.1%","","250,112","81,621","108,662","",""
"        Margin of Error","","±19,445","±0.7","±0.7","±0.4","±0.7","±0.5","±0.7","±0.6","±0.6","±0.6","±0.5","±0.5","±0.9","±0.8","±0.9","±0.9","±0.7","±8,723","±2.0","±2.0","±13,724","±0.7","±0.7","±7,667","±1.5","±1.5","±8,568","±0.9","±0.9","±5,265","±1.5","±1.5","","±12,120","±1.2","±1.2","±1.3","±1.0","±0.8","±1.2","±1.6","±1.3","±1.3","±1.6","±1.7","","±14,509","±1.0","±0.5","","±5,752","±2,845","±3,869","",""
" -> Congressional District 6 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 6 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","752,577","48.5%","51.5%","5.5%","13.6%","6.7%","13.8%","13.9%","12.7%","13.9%","11.1%","8.7%","42.6","80.9%","77.9%","24.1%","19.9%","144,061","50.9%","49.1%","608,516","47.9%","52.1%","153,932","50.5%","49.5%","304,891","49.2%","50.8%","149,693","42.8%","57.2%","","558,446","16.8%","25.7%","19.8%","23.0%","14.7%","83.2%","82.5%","83.9%","37.7%","35.8%","39.4%","","621,592","60.4%","2.7%","","291,109","73,861","104,150","",""
"        Margin of Error","","±21,452","±0.8","±0.8","±0.5","±0.7","±0.5","±0.7","±0.7","±0.6","±0.7","±0.6","±0.5","±0.8","±0.8","±0.9","±1.1","±0.9","±9,008","±2.3","±2.3","±15,566","±0.7","±0.7","±8,022","±1.7","±1.7","±9,196","±1.0","±1.0","±6,659","±1.2","±1.2","","±14,140","±1.1","±1.5","±1.0","±1.1","±0.9","±1.1","±1.3","±1.2","±1.4","±1.9","±1.5","","±15,852","±1.1","±0.4","","±6,101","±2,488","±4,341","",""
" -> Congressional District 7 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 7 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","699,930","48.8%","51.2%","6.3%","12.8%","8.8%","24.0%","16.3%","10.6%","9.8%","6.7%","4.6%","34.2","80.9%","78.3%","14.3%","11.3%","133,517","54.0%","46.0%","566,413","47.5%","52.5%","229,684","46.6%","53.4%","257,310","50.6%","49.4%","79,419","40.4%","59.6%","","505,004","15.6%","21.9%","15.5%","30.3%","16.8%","84.4%","85.6%","83.3%","47.1%","47.6%","46.6%","","579,469","67.4%","3.6%","","291,712","88,141","137,243","",""
"        Margin of Error","","±22,305","±1.1","±1.1","±0.7","±1.2","±0.7","±1.2","±0.8","±0.7","±0.7","±0.7","±0.5","±0.6","±1.4","±1.5","±1.0","±0.9","±13,160","±2.6","±2.6","±13,898","±1.1","±1.1","±9,090","±1.7","±1.7","±9,593","±1.3","±1.3","±5,916","±2.7","±2.7","","±13,152","±1.0","±1.2","±1.0","±1.4","±1.0","±1.0","±1.2","±1.3","±1.5","±2.0","±1.8","","±14,439","±1.3","±0.5","","±6,391","±4,817","±5,773","",""
" -> Congressional District 8 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 8 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","754,074","47.5%","52.5%","5.9%","16.1%","7.8%","15.4%","13.1%","11.6%","12.6%","9.6%","8.0%","38.1","78.1%","75.4%","21.1%","17.6%","165,413","53.5%","46.5%","588,661","45.8%","54.2%","174,488","48.5%","51.5%","281,394","46.7%","53.3%","132,779","40.2%","59.8%","","529,983","15.3%","29.4%","20.4%","21.5%","13.4%","84.7%","85.2%","84.3%","34.9%","33.8%","35.8%","","608,491","53.0%","4.7%","","301,256","58,631","100,435","",""
"        Margin of Error","","±22,707","±0.8","±0.8","±0.7","±0.9","±0.6","±0.9","±0.7","±0.7","±0.7","±0.6","±0.6","±0.9","±1.2","±1.3","±1.1","±1.0","±12,853","±2.0","±2.0","±14,255","±0.8","±0.8","±9,342","±2.0","±2.0","±9,486","±1.2","±1.2","±6,839","±2.0","±2.0","","±12,496","±1.1","±1.4","±1.3","±1.2","±1.0","±1.1","±1.4","±1.4","±1.3","±1.9","±1.5","","±15,548","±1.4","±0.5","","±6,803","±4,095","±5,344","",""
" -> Congressional District 9 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 9 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","756,507","47.2%","52.8%","7.1%","16.3%","7.4%","16.4%","12.9%","11.5%","11.8%","9.9%","6.7%","36.9","76.6%","73.6%","20.2%","16.6%","176,909","50.0%","50.0%","579,598","46.3%","53.7%","180,106","49.2%","50.8%","274,048","46.6%","53.4%","125,444","41.5%","58.5%","","523,319","15.0%","23.5%","22.6%","23.4%","15.5%","85.0%","84.3%","85.5%","38.9%","36.0%","41.4%","","598,652","59.2%","4.9%","","292,227","71,800","105,059","",""
"        Margin of Error","","±19,730","±0.8","±0.8","±0.6","±0.9","±0.5","±0.9","±0.7","±0.6","±0.7","±0.7","±0.6","±1.0","±1.2","±1.2","±1.0","±1.0","±12,388","±1.6","±1.6","±12,040","±0.9","±0.9","±8,346","±1.6","±1.6","±8,834","±1.2","±1.2","±6,693","±1.8","±1.8","","±10,656","±1.1","±1.2","±1.3","±1.0","±1.2","±1.1","±1.4","±1.3","±1.3","±1.9","±1.7","","±12,380","±1.2","±0.6","","±6,657","±2,397","±3,869","",""
" -> Congressional District 10 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 10 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","706,151","47.7%","52.3%","5.6%","12.1%","10.1%","18.5%","15.6%","12.5%","10.2%","8.5%","6.9%","37.0","82.3%","78.2%","17.9%","15.4%","124,812","48.4%","51.6%","581,339","47.6%","52.4%","201,885","45.8%","54.2%","270,645","50.8%","49.2%","108,809","42.9%","57.1%","","509,881","14.9%","13.1%","11.0%","32.5%","28.5%","85.1%","85.9%","84.4%","61.0%","61.1%","61.0%","","593,630","66.0%","3.3%","","316,537","103,988","200,712","",""
"        Margin of Error","","±22,940","±0.9","±0.9","±0.6","±0.9","±0.7","±1.2","±0.8","±0.8","±0.7","±0.7","±0.6","±0.8","±1.2","±1.2","±1.0","±0.9","±11,088","±2.6","±2.6","±15,589","±1.0","±1.0","±9,580","±1.8","±1.8","±12,499","±1.4","±1.4","±6,275","±2.1","±2.1","","±14,298","±0.9","±1.1","±0.9","±1.3","±1.3","±0.9","±1.0","±1.2","±1.4","±1.8","±1.9","","±16,231","±1.2","±0.5","","±9,840","±5,053","±10,356","",""
" -> Congressional District 11 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 11 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","740,025","49.0%","51.0%","5.1%","16.1%","8.2%","12.7%","13.1%","13.2%","13.3%","10.5%","7.7%","41.0","78.7%","75.6%","21.9%","18.2%","157,349","50.8%","49.2%","582,676","48.5%","51.5%","154,527","51.4%","48.6%","293,619","49.1%","50.9%","134,530","44.0%","56.0%","","522,148","15.1%","27.9%","21.6%","20.3%","15.0%","84.9%","84.4%","85.4%","35.3%","32.5%","38.0%","","600,583","57.6%","3.0%","","264,674","82,517","119,276","",""
"        Margin of Error","","±15,772","±0.5","±0.5","±0.2","±0.6","±0.3","±0.4","±0.4","±0.4","±0.4","±0.4","±0.3","±0.6","±0.6","±0.7","±0.6","±0.5","±7,106","±1.5","±1.5","±10,691","±0.5","±0.5","±4,725","±1.2","±1.2","±6,250","±0.6","±0.6","±3,956","±0.8","±0.8","","±9,501","±1.0","±1.4","±1.0","±1.0","±1.0","±1.0","±1.3","±1.1","±1.3","±1.7","±1.6","","±11,159","±1.1","±0.4","","±5,374","±3,035","±5,517","",""
" -> Congressional District 12 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 12 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","705,008","48.1%","51.9%","4.4%","7.8%","6.8%","22.0%","15.1%","12.2%","11.9%","10.2%","9.7%","40.3","87.9%","85.8%","23.1%","19.9%","85,576","49.5%","50.5%","619,432","47.9%","52.1%","202,812","46.6%","53.4%","276,354","51.4%","48.6%","140,266","42.8%","57.2%","","571,703","3.4%","5.6%","8.7%","40.3%","42.0%","96.6%","96.3%","96.9%","82.3%","81.4%","83.2%","","626,263","67.7%","2.9%","","389,115","142,104","232,024","",""
"        Margin of Error","","±18,433","±0.9","±0.9","±0.4","±0.7","±0.6","±0.9","±0.7","±0.7","±0.7","±0.5","±0.5","±0.7","±0.8","±0.8","±0.9","±0.7","±6,676","±3.3","±3.3","±14,952","±0.9","±0.9","±8,206","±1.8","±1.8","±9,965","±1.4","±1.4","±5,937","±1.4","±1.4","","±13,971","±0.5","±0.8","±0.9","±1.8","±1.8","±0.5","±0.8","±0.6","±1.2","±1.6","±1.4","","±15,156","±1.3","±0.5","","±8,931","±7,654","±9,876","",""
" -> Congressional District 13 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 13 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","770,616","47.6%","52.4%","5.2%","14.9%","9.7%","17.0%","14.3%","12.0%","11.5%","8.9%","6.5%","36.8","79.9%","76.0%","18.6%","15.4%","155,201","51.5%","48.5%","615,415","46.6%","53.4%","205,585","51.2%","48.8%","290,822","46.7%","53.3%","119,008","38.4%","61.6%","","540,763","22.5%","22.2%","19.8%","20.0%","15.5%","77.5%","77.5%","77.4%","35.5%","35.0%","35.9%","","630,838","55.5%","5.5%","","325,567","47,855","90,725","",""
"        Margin of Error","","±17,104","±0.9","±0.9","±0.5","±0.8","±0.6","±0.8","±0.6","±0.8","±0.6","±0.5","±0.4","±0.6","±0.8","±0.8","±0.7","±0.7","±7,364","±2.0","±2.0","±13,862","±1.0","±1.0","±8,865","±2.1","±2.1","±9,674","±1.4","±1.4","±5,411","±1.6","±1.6","","±12,205","±1.4","±1.5","±1.3","±1.2","±1.1","±1.4","±2.1","±1.7","±1.5","±1.9","±1.7","","±13,971","±1.6","±0.8","","±8,440","±4,106","±3,786","",""
" -> Congressional District 14 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 14 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","730,392","49.3%","50.7%","6.1%","15.4%","9.2%","16.0%","13.3%","12.6%","11.9%","8.6%","6.9%","37.1","78.5%","75.1%","18.8%","15.5%","157,308","49.6%","50.4%","573,084","49.2%","50.8%","184,275","52.3%","47.7%","275,443","49.7%","50.3%","113,366","43.2%","56.8%","","505,556","22.0%","28.4%","22.5%","18.1%","9.0%","78.0%","77.5%","78.5%","27.1%","24.1%","30.0%","","587,450","57.5%","4.5%","","275,497","61,052","91,735","",""
"        Margin of Error","","±24,137","±0.9","±0.9","±0.5","±1.0","±0.6","±0.9","±0.7","±0.8","±0.7","±0.6","±0.5","±1.0","±1.1","±1.2","±1.0","±0.9","±11,840","±2.8","±2.8","±16,443","±0.9","±0.9","±9,389","±2.2","±2.2","±10,857","±1.3","±1.3","±5,868","±1.9","±1.9","","±14,386","±1.3","±1.5","±1.3","±1.2","±0.7","±1.3","±1.7","±1.5","±1.5","±1.8","±1.9","","±17,375","±1.2","±0.6","","±6,924","±3,414","±4,403","",""
" -> Congressional District 15 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 15 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","727,699","47.5%","52.5%","6.0%","18.3%","9.6%","15.5%","12.7%","12.3%","11.9%","8.0%","5.6%","35.5","75.7%","71.6%","16.9%","13.6%","176,707","52.2%","47.8%","550,992","46.0%","54.0%","182,963","48.1%","51.9%","268,980","47.1%","52.9%","99,049","39.0%","61.0%","","480,884","25.3%","30.6%","21.7%","13.6%","8.8%","74.7%","74.0%","75.2%","22.4%","19.8%","24.6%","","573,136","51.3%","5.6%","","283,776","42,090","74,697","",""
"        Margin of Error","","±19,070","±0.9","±0.9","±0.6","±0.8","±0.5","±0.7","±0.6","±0.6","±0.6","±0.5","±0.4","±0.8","±1.0","±1.0","±0.9","±0.7","±10,101","±2.1","±2.1","±12,747","±1.0","±1.0","±7,809","±1.9","±1.9","±7,782","±1.3","±1.3","±5,048","±1.9","±1.9","","±11,054","±1.5","±1.7","±1.5","±1.2","±0.8","±1.5","±2.1","±1.7","±1.4","±1.7","±2.1","","±13,723","±1.6","±0.7","","±6,146","±2,576","±4,234","",""
" -> Congressional District 16 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 16 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","756,711","48.4%","51.6%","5.3%","16.2%","8.7%","12.0%","13.3%","13.3%","13.5%","9.7%","8.1%","41.2","78.5%","74.8%","21.7%","17.8%","162,575","51.5%","48.5%","594,136","47.5%","52.5%","156,303","49.5%","50.5%","303,126","48.7%","51.3%","134,707","42.5%","57.5%","","528,475","12.5%","19.3%","20.6%","24.0%","23.5%","87.5%","86.0%","88.7%","47.5%","45.5%","49.4%","","614,556","61.6%","3.1%","","287,003","96,051","173,412","",""
"        Margin of Error","","±8,968","±0.6","±0.6","±0.3","±0.5","±0.5","±0.6","±0.4","±0.4","±0.4","±0.4","±0.4","±0.7","±0.5","±0.7","±0.7","±0.5","±4,806","±1.3","±1.3","±7,396","±0.6","±0.6","±5,265","±1.7","±1.7","±5,106","±0.7","±0.7","±3,767","±1.2","±1.2","","±7,190","±0.9","±1.2","±1.0","±1.2","±1.2","±0.9","±1.3","±1.2","±1.2","±1.7","±1.7","","±7,960","±1.0","±0.5","","±3,992","±4,271","±8,073","",""
" -> Congressional District 17 (118th Congress), New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 17 (118th Congress), New York -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","771,464","50.0%","50.0%","6.2%","17.7%","9.1%","10.8%","12.2%","12.6%","13.6%","9.8%","8.0%","40.2","76.1%","72.0%","22.2%","17.8%","184,338","51.9%","48.1%","587,126","49.4%","50.6%","152,983","52.3%","47.7%","296,623","50.3%","49.7%","137,520","44.0%","56.0%","","517,092","9.2%","18.2%","22.0%","27.3%","23.3%","90.8%","89.5%","92.1%","50.6%","48.2%","52.9%","","606,388","60.2%","3.0%","","262,865","115,661","172,012","",""
"        Margin of Error","","±5,646","±0.4","±0.4","±0.3","±0.4","±0.5","±0.6","±0.4","±0.4","±0.4","±0.3","±0.3","±0.6","±0.5","±0.6","±0.6","±0.5","±3,783","±0.9","±0.9","±6,057","±0.5","±0.5","±4,608","±1.4","±1.4","±4,699","±0.6","±0.6","±3,863","±1.1","±1.1","","±5,879","±0.8","±0.8","±0.9","±1.1","±0.9","±0.8","±1.2","±0.9","±1.2","±1.6","±1.5","","±5,985","±0.9","±0.4","","±4,225","±4,689","±6,813","",""
